index,url,product_name,categories,countries_fr,nutriscore_score,nutriscore_grade,food_groups_tags,image_url,energy_100g,saturated-fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,fruits-vegetables-nuts_100g
1174185,http://world-fr.openfoodfacts.org/produit/3222474727574/pizza-mozzarella-tomate-pate-fine-casino,Pizza Mozzarella tomate pâte fine,"surgelés, plats préparés, pizzas tartes salées et quiches, pizzas, pizzas et tartes surgelées, pizzas surgelées",France,2.0,b,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/322/247/472/7574/front_fr.21.400.jpg,1011.0,4.1,2.7,2.9,10.0,0.84,35.3
1174194,http://world-fr.openfoodfacts.org/produit/3222474733841/pommes-duchesse-casino,Pommes Duchesse,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, chips et frites, surgelés, pommes de terre normales préfrites surgelées, pommes de terre, frites, pommes duchesses surgelées, frites surgelées",France,3.0,c,"en:cereals-and-potatoes,en:potatoes",https://images.openfoodfacts.org/images/products/322/247/473/3841/front_fr.17.400.jpg,690.0,1.3,0.0,2.2,2.3,0.7,0.0
1174210,http://world-fr.openfoodfacts.org/produit/3222474768454/sardines-au-naturel-casino,Sardines au naturel,"produits de la mer, poissons et dérivés, conserves, poissons, poissons gras, surgelés, poissons en conserve, sardines, sardines en conserve, conserves et bocaux de poisson",France,2.0,b,"en:fish-meat-eggs,en:fish-and-seafood,en:fatty-fish",https://images.openfoodfacts.org/images/products/322/247/476/8454/front_fr.28.400.jpg,703.0,1.5,0.0,0.0,23.0,1.0,0.0
1174277,http://world-fr.openfoodfacts.org/produit/3222474974268/truite-fumee-bio-elevee-en-eau-douce-salee-au-sel-sec-fumee-au-bois-de-hetre-casino-bio,"Truite fumée Bio élevée en eau douce, salée au sel sec, fumée au bois de hêtre","produits de la mer, poissons et dérivés, poissons, poissons gras, surgelés, poissons fumés, truites, truites fumées",France,12.0,d,"en:fish-meat-eggs,en:fish-and-seafood,en:fatty-fish",https://images.openfoodfacts.org/images/products/322/247/497/4268/front_fr.10.400.jpg,637.0,1.6,0.0,0.0,22.0,3.1,0.0
1174281,http://world-fr.openfoodfacts.org/produit/3222474976446/couscous-sachets-cuisson-casino,Couscous sachets cuisson,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, graines, céréales et dérivés, surgelés, céréales en grains, pâtes alimentaires, semoules de céréales, riz, semoules de blé, semoules de blé dur, semoules de blé dur pour couscous","France,Guyane",-3.0,a,"en:cereals-and-potatoes,en:cereals",https://images.openfoodfacts.org/images/products/322/247/497/6446/front_fr.3.400.jpg,1594.0,0.2,3.7,2.5,12.0,0.01,0.0
1174307,http://world-fr.openfoodfacts.org/produit/3222475010910/rostis-casino,Röstis,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, chips et frites, surgelés, plats préparés, légumes préparés, pommes de terre normales préfrites surgelées, préparations à base de pommes de terre, pommes de terre, rostis, frites, frites surgelées, röstis de pommes de terre surgelés",France,3.0,c,"en:cereals-and-potatoes,en:potatoes",https://images.openfoodfacts.org/images/products/322/247/501/0910/front_fr.20.400.jpg,725.0,1.1,0.8,2.7,2.3,0.82,0.0
1174312,http://world-fr.openfoodfacts.org/produit/3222475025860/poelee-legumes-pommes-de-terre-a-la-fermiere-casino,Poêlée légumes & pommes de terre A la fermière,"surgelés, plats préparés, plats préparés surgelés, légumes bruts",France,0.0,b,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/322/247/502/5860/front_fr.8.400.jpg,312.0,0.7,1.6,2.7,1.5,0.46,0.0
1174349,http://world-fr.openfoodfacts.org/produit/3222475071423/poelee-de-legumes-3-legumes-casino,Poêlée de légumes 3 légumes,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, mélanges d'aliments à base de plantes surgelés, mélanges de légumes, mélanges de légumes surgelés, légumes bruts",France,-7.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/507/1423/front_fr.3.400.jpg,140.0,0.2,2.3,3.3,1.5,0.3,98.0
1174478,http://world-fr.openfoodfacts.org/produit/3222475306044/poelee-thai-aux-crevettes-et-aux-legumes-casino,Poêlée thaï aux crevettes et aux légumes,"surgelés, plats préparés, poêlées, plats préparés surgelés, plats & repas préparés, poêlées surgelées",France,-2.0,a,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/322/247/530/6044/front_fr.19.400.jpg,402.0,0.5,2.6,2.2,4.4,0.53,50.15
1174479,http://world-fr.openfoodfacts.org/produit/3222475306334/pizza-4-fromages-casino,Pizza 4 fromages,"surgelés, plats préparés, pizzas tartes salées et quiches, pizzas, pizzas au fromage, pizzas et tartes surgelées, pizzas aux quatre fromages, pizzas surgelées",France,4.0,c,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/322/247/530/6334/front_fr.4.400.jpg,978.0,5.0,3.2,1.9,11.0,0.98,19.33
1174524,http://world-fr.openfoodfacts.org/produit/3222475313653/pommes-de-terre-grenaille-casino,Pommes de terre Grenaille,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, surgelés, aliments à base de plantes surgelés, mélanges d'aliments à base de plantes surgelés, pommes de terre, pommes de terre cuites surgelées",France,0.0,b,"en:cereals-and-potatoes,en:potatoes",https://images.openfoodfacts.org/images/products/322/247/531/3653/front_fr.3.400.jpg,517.0,0.8,1.5,1.7,2.1,0.45,6.0
1174533,http://world-fr.openfoodfacts.org/produit/3222475315268/legumes-surgeles-pour-potage-casino,Légumes surgelés pour potage,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, légumes préparés, mélanges d'aliments à base de plantes surgelés, mélanges de légumes, mélanges de légumes surgelés, légumes surgelés pour potage, legumes-bruts",France,0.0,b,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/531/5268/front_fr.20.400.jpg,148.0,1.1,2.2,2.6,0.9,0.37,0.0
1174563,http://world-fr.openfoodfacts.org/produit/3222475327346/poelee-de-champignons-de-paris-a-la-persillade-casino,Poêlée de champignons de Paris à la persillade,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, champignons et produits dérivés, légumes surgelés, champignons, champignons surgelés, champignons de paris surgelés, légumes bruts, légumes cuisinés surgelés",France,-7.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/532/7346/front_fr.16.400.jpg,169.0,0.3,0.0,1.5,2.2,0.14,96.5
1174592,http://world-fr.openfoodfacts.org/produit/3222475388163/flan-au-caramel-coulant-les-doodingues,Flan au caramel coulant,"produits laitiers, desserts, surgelés, desserts lactés, flans gélifiés",France,3.0,c,"en:milk-and-dairy-products,en:dairy-desserts",https://images.openfoodfacts.org/images/products/322/247/538/8163/front_fr.11.400.jpg,375.0,0.5,16.0,0.0,2.3,0.1,0.0
1174858,http://world-fr.openfoodfacts.org/produit/3222475488580/succes-aux-noix-macaron-moelleux-mousse-aux-noix-et-amandes-casino,"Succès aux noix Macaron moelleux, Mousse aux noix et amandes","snacks, snacks sucrés, surgelés, biscuits et gâteaux, gâteaux, gâteaux et pâtisseries surgelés, gateaux glacées, gâteaux aux noix",France,16.0,d,"en:sugary-snacks,en:biscuits-and-cakes",https://images.openfoodfacts.org/images/products/322/247/548/8580/front_fr.13.400.jpg,1784.0,8.5,35.0,4.7,9.3,0.15,0.0
1174881,http://world-fr.openfoodfacts.org/produit/3222475536694/haricots-beurre-extrafins-surgeles-casino,Haricots beurre extrafins surgelés,"aliments et boissons à base de végétaux, aliments d'origine végétale, légumineuses et dérivés, aliments à base de fruits et de légumes, légumineuses, graines, surgelés, graines de légumineuses, légumes et dérivés, aliments à base de plantes surgelés, légumineuses sèches, légumes surgelés, haricots de lima, haricots beurre surgelés, légumes bruts",France,-3.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/553/6694/front_fr.4.400.jpg,160.0,0.0,1.2,3.0,1.5,0.02,0.0
1174962,http://world-fr.openfoodfacts.org/produit/3222475629723/ail-casino,Ail,"aliments et boissons à base de végétaux, aliments d'origine végétale, condiments, aliments à base de fruits et de légumes, plantes condimentaires, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, ail et dérivés, ail, ail haché surgelé, epicerie, légumes bruts",France,-11.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/562/9723/front_fr.18.400.jpg,327.0,0.0,1.1,4.5,4.1,0.03,100.0
1174963,http://world-fr.openfoodfacts.org/produit/3222475629730/echalote-casino,Echalote,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, légumes bruts, échalote et dérivés, échalote surgelée",France,-6.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/562/9730/front_fr.9.400.jpg,185.0,0.1,5.2,2.6,1.4,0.0,100.0
1174968,http://world-fr.openfoodfacts.org/produit/3222475629792/pommes-sautees-casino,Pommes sautées,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, chips et frites, surgelés, plats préparés, pommes de terre, frites, frites surgelées",France,0.0,b,"en:cereals-and-potatoes,en:potatoes",https://images.openfoodfacts.org/images/products/322/247/562/9792/front_fr.16.400.jpg,520.0,0.4,0.0,1.2,2.7,0.23,0.0
1174974,http://world-fr.openfoodfacts.org/produit/3222475630361/poelee-de-legumes-a-la-basquaise-surgeles-casino,Poêlée de légumes à la basquaise surgelés,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, plats préparés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, légumes préparés, mélanges d'aliments à base de plantes surgelés, mélanges de légumes, mélanges de légumes surgelés",France,0.0,b,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/563/0361/front_fr.17.400.jpg,305.0,0.7,3.8,1.9,1.2,0.32,0.0
1174989,http://world-fr.openfoodfacts.org/produit/3222475652400/frites-microondes-casino,Frites microondes,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, chips et frites, surgelés, pommes de terre, frites, frites surgelées",France,-3.0,a,"en:cereals-and-potatoes,en:potatoes",https://images.openfoodfacts.org/images/products/322/247/565/2400/front_fr.15.400.jpg,826.0,0.6,0.0,3.0,3.6,0.17,0.0
1175044,http://world-fr.openfoodfacts.org/produit/3222475739934/frites-special-four-casino,Frites spécial four,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, chips et frites, surgelés, pommes de terre, frites, frites surgelées, frites au four",France,0.0,b,"en:cereals-and-potatoes,en:potatoes",https://images.openfoodfacts.org/images/products/322/247/573/9934/front_fr.16.400.jpg,613.0,0.4,0.0,1.7,2.3,0.27,0.0
1175046,http://world-fr.openfoodfacts.org/produit/3222475742569/moussaka-aubergine-boeuf-surgelee-casino,Moussaka Aubergine - Boeuf surgelée,"viandes et dérivés, surgelés, plats préparés, plats préparés à la viande, plats au bœuf, plats préparés surgelés, plats préparés à réchauffer au micro-ondes, moussaka, plats préparés à réchauffer au four traditionnel",France,-1.0,a,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/322/247/574/2569/front_fr.8.400.jpg,492.0,1.8,3.8,1.8,4.9,0.57,51.2
1175165,http://world-fr.openfoodfacts.org/produit/3222475932809/duo-de-carottes-en-rondelles-casino,Duo de carottes en rondelles,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, carottes, carottes surgelées, carottes en rondelles surgelées, légumes bruts",France,-8.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/593/2809/front_fr.4.400.jpg,120.0,0.0,4.0,3.1,0.8,0.08,100.0
1175193,http://world-fr.openfoodfacts.org/produit/3222475950445/creme-glacee-vanille-bio-casino-bio,Crème glacée vanille BIO,"desserts, surgelés, desserts glacés, glaces et sorbets, glaces",France,7.0,c,"en:milk-and-dairy-products,en:ice-cream",https://images.openfoodfacts.org/images/products/322/247/595/0445/front_fr.14.400.jpg,656.0,4.2,20.0,0.0,3.5,0.13,0.0
1175283,http://world-fr.openfoodfacts.org/produit/3222476062512/speculoos-a-la-canelle-casino,Speculoos à la canelle,"snacks, snacks sucrés, surgelés, biscuits et gâteaux, biscuits, spéculoos",France,23.0,e,"en:sugary-snacks,en:biscuits-and-cakes",https://images.openfoodfacts.org/images/products/322/247/606/2512/front_fr.28.400.jpg,2032.0,8.6,34.0,1.4,5.7,0.83,0.0
1175333,http://world-fr.openfoodfacts.org/produit/3222476083982/fraises-entieres-casino,Fraises Entières,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, fruits et produits dérivés, aliments à base de plantes surgelés, fruits, fruits rouges, fruits surgelés, fraises, gateaux glacées",France,-6.0,a,"en:fruits-and-vegetables,en:fruits",https://images.openfoodfacts.org/images/products/322/247/608/3982/front_fr.4.400.jpg,145.0,0.0,6.1,2.0,0.7,0.0,100.0
1175334,http://world-fr.openfoodfacts.org/produit/3222476083999/myrtilles-casino,Myrtilles,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, fruits et produits dérivés, aliments à base de plantes surgelés, fruits, fruits rouges, fruits surgelés, myrtilles, fruits rouges surgelés, myrtilles surgelées, gateaux glacées",France,-6.0,a,"en:fruits-and-vegetables,en:fruits",https://images.openfoodfacts.org/images/products/322/247/608/3999/front_fr.25.400.jpg,214.0,0.0,9.6,3.4,0.0,0.0,100.0
1175472,http://world-fr.openfoodfacts.org/produit/3222476206473/marrons-entiers-au-jus-casino,Marrons entiers au jus,"aliments et boissons à base de végétaux, aliments d'origine végétale, surgelés, fruits à coques et dérivés, fruits à coques, châtaignes, légumes en conserve et bocal",France,-5.0,a,"en:salty-snacks,en:nuts",https://images.openfoodfacts.org/images/products/322/247/620/6473/front_fr.21.400.jpg,473.0,0.2,5.1,3.4,1.7,0.47,100.0
1175483,http://world-fr.openfoodfacts.org/produit/3222476228376/choux-fleurs-en-fleurettes-casino,Choux-fleurs en fleurettes,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, légumes-feuilles, choux-fleurs, choux-fleurs en fleurettes surgelés, légumes bruts","France,Allemagne",-7.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/622/8376/front_fr.16.400.jpg,89.0,0.2,1.8,1.6,2.9,0.01,100.0
