_id,image_url,brands,pnns_groups_2,energy-kj_100g,sugars_100g,salt_100g,saturated-fat_100g,proteins_100g,fiber_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,sodium_100g,nutrition-score-fr_100g,nutrition_grade_fr,negative_points,positive_points,energy_points,sugars_points,sodium_points,saturated_fat_points,fruit_points,fiber_points,proteins_points,our_nutrition_score,our_nutrition_label
3760049790252.0,https://images.openfoodfacts.org/images/products/376/004/979/0252/front_fr.110.400.jpg,la boulangère,Bread,1011.0,3.3,1.2,1.2,9.2,5.3,0.0,0.48,-1.0,a,9.0,10.0,7,10,10,9,0,10,10,-0.8500000000000014,a
3228850006035.0,https://images.openfoodfacts.org/images/products/322/885/000/6035/front_fr.177.400.jpg,Harrys,Bread,1181.0,6.5,1.25,0.5,9.0,3.7,7.64772727272727,0.5,1.0,b,9.0,8.0,7,9,10,10,0,6,10,0.05000000000000071,b
3029330071280.0,https://images.openfoodfacts.org/images/products/302/933/007/1280/front_fr.59.400.jpg,Jacquet,Bread,1038.0,3.8,1.2,0.3,8.7,6.6,12.0,0.48,-2.0,a,8.0,10.0,7,10,10,10,0,10,10,-1.25,a
8710445020878.0,https://images.openfoodfacts.org/images/products/871/044/502/0878/front_en.50.400.jpg,Hacendado,Bread,1645.0,3.0,1.13,1.1,13.0,24.7,0.0,0.452,0.0,b,10.0,10.0,6,10,10,9,0,10,10,-0.3500000000000014,a
3182180060320.0,https://images.openfoodfacts.org/images/products/318/218/006/0320/front_fr.82.400.jpg,Brioche Pasquier,Bread,1606.0,3.4,1.55,0.6,13.0,8.7,0.0,0.62,0.0,b,10.0,10.0,6,10,10,10,0,10,10,-0.75,a
3228857000838.0,https://images.openfoodfacts.org/images/products/322/885/700/0838/front_en.152.400.jpg,Harrys,Bread,1172.0,7.7,1.1,0.4,7.6,3.9,4.4,0.44,0.0,b,8.0,8.0,7,9,10,10,0,8,8,-0.15000000000000036,a
7311070362664.0,https://images.openfoodfacts.org/images/products/731/107/036/2664/front_fr.106.400.jpg,Krisprolls,Bread,1824.0,9.5,0.67,1.3,10.0,3.1,2.0,0.268,2.0,b,10.0,8.0,5,8,10,9,0,6,10,1.5500000000000007,b
3242272953555.0,https://images.openfoodfacts.org/images/products/324/227/295/3555/front_fr.35.400.jpg,Sodebo,Sandwiches,957.0,4.9,1.1,2.0,8.5,3.9,12.2647705078125,0.44,-1.0,a,7.0,5.0,8,9,10,9,0,8,10,-0.6499999999999986,a
3560070998753.0,https://images.openfoodfacts.org/images/products/356/007/099/8753/front_fr.153.400.jpg,"Carrefour Veggie,Carrefour",unknown,1178.0,1.1,0.7,1.4,15.0,2.5,5.41875,0.28,0.0,b,8.0,10.0,7,10,10,9,0,4,10,0.9500000000000011,b
8008698007389.0,https://images.openfoodfacts.org/images/products/800/869/800/7389/front_en.149.400.jpg,Schär,Bread,1044.0,4.1,0.97,0.8,4.5,9.9,0.150000000000001,0.388,0.0,b,7.0,7.0,7,10,10,10,0,10,4,-0.05000000000000071,a
20712785.0,https://images.openfoodfacts.org/images/products/20712785/front_fr.54.400.jpg,Maître Jean PierreLidl,Bread,1194.0,6.2,1.1,0.9,8.2,4.0,2.05,0.44,-1.0,a,8.0,9.0,7,9,10,10,0,8,10,-0.5500000000000007,a
3387390326574.0,https://images.openfoodfacts.org/images/products/338/739/032/6574/front_fr.375.400.jpg,"Cookie Crisp,Nestlé",Breakfast cereals,1669.0,22.4,0.66,2.2,7.2,6.0,0.0,0.264,7.0,c,10.0,10.0,6,6,10,8,0,10,8,0.8499999999999996,b
4000405002636.0,https://images.openfoodfacts.org/images/products/400/040/500/2636/front_de.134.400.jpg,Rügenwalder Mühle,unknown,911.0,1.0,2.8,1.5,8.8,5.0,0.0,1.12,8.0,c,11.0,0.0,8,10,10,9,0,10,10,-1.3500000000000014,a
3177500000742.0,https://images.openfoodfacts.org/images/products/317/750/000/0742/front_fr.89.400.jpg,Biscuiterie d'Agen,Bread,1547.0,2.3,0.01,0.12,10.0,4.1,0.0,0.004,-5.0,a,4.0,9.0,6,10,10,10,0,8,10,-0.15000000000000036,a
3182180001477.0,https://images.openfoodfacts.org/images/products/318/218/000/1477/front_fr.81.400.jpg,PasquierBrioche Pasquier,Bread,1791.0,1.7,0.89,2.0,13.0,7.4,0.0,0.356,-1.0,a,9.0,10.0,5,10,10,9,0,10,10,0.15000000000000036,b
7613035982055.0,https://images.openfoodfacts.org/images/products/761/303/598/2055/front_fr.110.400.jpg,"Herta, Nestle, Garden gourmet",unknown,729.0,3.0,1.1,0.4,20.0,4.3,16.10625,0.44,-3.0,a,11.0,5.0,8,10,10,10,0,8,10,-1.1499999999999986,a
3168930010890.0,https://images.openfoodfacts.org/images/products/316/893/001/0890/front_fr.96.400.jpg,Quaker,Breakfast cereals,1914.0,20.0,0.51,4.8,7.7,8.7,1.85060763888889,0.204,10.0,c,8.0,10.0,5,6,10,6,0,10,8,2.1500000000000004,c
8480000823281.0,https://images.openfoodfacts.org/images/products/848/000/082/3281/front.3.400.jpg,Hacendado,Bread,1000.0,3.3,1.2,0.7,1.4,7.4,0.0,0.48,2.0,b,7.0,5.0,8,10,10,10,0,10,0,0.25,b
7613036915076.0,https://images.openfoodfacts.org/images/products/761/303/691/5076/front_en.114.400.jpg,"Garden Gourmet,Nestlé",unknown,817.0,1.0,0.9,3.9,14.0,5.9,24.7798295454545,0.36,-2.0,a,6.0,9.0,8,10,10,7,0,10,10,-0.5500000000000007,a
3182180012190.0,https://images.openfoodfacts.org/images/products/318/218/001/2190/front_fr.135.400.jpg,Brioche Pasquier,Bread,1571.0,2.5,0.02,0.5,14.0,6.5,0.0,0.008,-6.0,a,4.0,10.0,6,10,10,10,0,10,10,-0.75,a
7613036278508.0,https://images.openfoodfacts.org/images/products/761/303/627/8508/front_fr.56.400.jpg,"Herta, Nestle, Garden gourmet",unknown,624.0,0.5,1.4,0.4,22.5,5.9,6.84,0.56,-3.0,a,11.0,0.0,9,10,10,10,0,10,10,-2.25,a
7613036668910.0,https://images.openfoodfacts.org/images/products/761/303/666/8910/front_fr.132.400.jpg,"Nestlé, Nesquik bio, Nesquik",Breakfast cereals,1582.0,22.3,0.45,0.7,9.1,8.7,0.0,0.18,-1.0,a,11.0,4.0,6,6,10,10,0,10,10,-0.3500000000000014,a
3228857000166.0,https://images.openfoodfacts.org/images/products/322/885/700/0166/front_fr.1778.400.jpg,Harrys,Bread,1053.0,4.3,1.1,0.4,7.5,6.5,5.26996527777778,0.44,-2.0,a,7.0,9.0,7,10,10,10,0,10,8,-0.8500000000000014,a
